업소명,소재지(도로명),소재지전화
우리집칼국수,대전광역시 중구 보문산로77번길 14 (산성동),
시장닭강정,대전광역시 중구 문창로10번길 38 (문창동),042-272-2221
환,대전광역시 중구 보문로 43-1 (문창동),
그곳에가면돈이있다아구찜사랑사랑의도시락,"대전광역시 중구 문화로105번길 103, 1층 (유천동)",
맛고을떡향기,"대전광역시 중구 문화로105번길 113, 1층 (유천동)",
블루홀,"대전광역시 중구 선화서로 40, 101호 (선화동, 블레스)",042-252-1968
공식당,"대전광역시 중구 대종로 237, 1층 (석교동)",042-286-0505
고깃집오빠,"대전광역시 중구 문화로105번길 107, 1층 (유천동)",042-582-2555
수떡볶이,"대전광역시 중구 목중로 3, 1층 (목동)",042-242-0047
행복초밥,"대전광역시 중구 대종로 663-6, 1층 (중촌동)",042-252-1688
세웅이네가족식당,"대전광역시 중구 목중로16번길 14, 1층 (중촌동)",042-242-2295
담소미가,"대전광역시 중구 우암로 5, 1층 (선화동)",042-252-8292
온화식당,"대전광역시 중구 대흥로169번길 31, 1층 (대흥동)",042-256-7570
반장즉석떡볶이대전은행점,"대전광역시 중구 대종로488번길 25, 2층 (은행동)",
두부만드는집,"대전광역시 중구 유천로102번길 29, 1층 (유천동)",042-528-8004
공주순대,"대전광역시 중구 계백로 1634-1, 1층 (유천동)",
유천오리,"대전광역시 중구 계백로1571번길 39, 1층 (유천동)",042-538-9537
허성준보쌈문화점,"대전광역시 중구 천근로 14, 1층 (문화동)",
순남시래기중앙로점,"대전광역시 중구 중앙로 134-1, 1층 (대흥동)",
두꺼비만두전골칼국수,"대전광역시 중구 대흥로 139, 1층 (대흥동)",042-285-2222
평화추어탕,"대전광역시 중구 과례로 26, 1층 (문화동)",042-328-2766
맥시칸산성문화점,"대전광역시 중구 당디로 45, 우성아파트 1차상가동 102호 (산성동)",
판다비어,"대전광역시 중구 수침로55번길 15, 2층 (태평동)",
마더랑치킨,"대전광역시 중구 동서대로1440번길 60, 1층 (선화동)",042-253-0789
밀당가야밀면짬뽕,"대전광역시 중구 유천로 59-1, 1층 (유천동)",042-531-9279
라이언하트,"대전광역시 중구 중앙로 125, 1층 (선화동)",
이모네식당,"대전광역시 중구 대종로529번길 8, 1층 (선화동)",042-221-5007
완도약산흑염소,"대전광역시 중구 동서대로1322번길 63, 1층 (용두동)",042-224-0505
방순남명인시골통닭,"대전광역시 중구 대흥로 137, 1층 (대흥동)",042-253-8592
블랑카,"대전광역시 중구 계백로1660번길 60, 1층 (문화동)",
전주식당,"대전광역시 중구 동서대로1466번길 20, 1층 (선화동)",042-631-3482
마중,"대전광역시 중구 대종로 130, 1층 (호동)",042-274-2345
만나해물찜,"대전광역시 중구 어덕마을로34번길 5, 1층 (용두동)",
김애옥할매칼국수,"대전광역시 중구 보문산공원로497번길 61, 1층 (대사동)",
깻잎두마리치킨,"대전광역시 중구 유천로132번길 31-9, 6동 103호 (태평동)",042-531-9456
문스커피,"대전광역시 중구 보문산공원로 529, 1층 (대사동)",042-531-5453
살살고기,"대전광역시 중구 태평로 99, 1층 (태평동)",042-527-0295
아저씨꼬치,"대전광역시 중구 동서대로1327번길 106, 1층 (용두동)",042-251-7775
이리할매추어탕,"대전광역시 중구 계백로1584번길 14, 1층 (유천동)",
깻잎두마리치킨,"대전광역시 중구 산성로 125, 1층 (문화동)",042-587-9292
유명감자탕,"대전광역시 중구 동서대로 1210, 1층 (태평동)",042-522-1311
미소통닭,"대전광역시 중구 모암로7번길 168, 1층 (옥계동)",042-285-7733
마당에서,"대전광역시 중구 계백로1565번길 25-2, 1층 (유천동)",
조철판,대전광역시 중구 선화로22번길 40 (용두동),042-252-7892
만세한우,"대전광역시 중구 선화로22번길 38, 1층 (용두동)",042-252-4620
쥬스킹,"대전광역시 중구 중교로 29, 1층 (대흥동)",
은주네칼국수,"대전광역시 중구 목중로54번길 48, 1층 (중촌동)",042-252-2808
엠피플,"대전광역시 중구 보문로254번길 53, 2층 (대흥동)",
금당농수산주식회사,"대전광역시 중구 태평로 109-1, 1층 (태평동)",042-538-9282
본도시락서대전역점,"대전광역시 중구 오류로 18, 1층 (오류동)",042-535-4282
이혈치혈업,"대전광역시 중구 대전천서로 695, 2층 (중촌동, 중촌동주공아파트2단지상가)",
발트아인,"대전광역시 중구 대흥로175번길 38, 1층 (대흥동)",
수파두파힐링카페,"대전광역시 중구 중앙로122번길 46, 3층 (대흥동)",
고향장충동왕족발보쌈,"대전광역시 중구 유천로47번길 13, 1층 (유천동)",
아미띠에카페,"대전광역시 중구 대종로505번길 43, 2층 (선화동)",042-224-7108
정가네차돌박이,"대전광역시 중구 선화로 134, 1층 (선화동)",042-534-7675
두메산골2호점,"대전광역시 중구 문화로 113, 1층 (유천동)",
이수형의황태진국,"대전광역시 중구 계백로 1582, 1층 (유천동)",042-582-5892
바나나식당,"대전광역시 중구 보문로260번길 50, 3층 (대흥동)",
허갈닭강정,"대전광역시 중구 중앙로 17-1, 1층 (용두동)",042-223-9963
상하이,"대전광역시 중구 계룡로882번길 38, 2층 (오류동)",
고은낙지집밥,"대전광역시 중구 수침로 122, 1층 1호 (태평동)",042-523-5385
산야초,"대전광역시 중구 대전천서로 667, 1층 (중촌동)",042-256-2000
돌체이탈리아,"대전광역시 중구 중교로 44, 1층 (대흥동)",042-253-1622
포차식당,"대전광역시 중구 유천로 78, 1층 (유천동)",
장모님국시방,"대전광역시 중구 대종로 223, 1층 (석교동)",042-285-1056
만나촌,"대전광역시 중구 문화로 103, 1층 (유천동)",042-582-7262
아비꼬대전세이점,"대전광역시 중구 계백로 1700, 5층 (문화동, 세이백화점 별관)",042-252-0129
국수나무목동중촌점,"대전광역시 중구 목동로22번길 16, 114동 1층 102호 (목동, 더_아파트상가)",042-223-6510
인생짬뽕,"대전광역시 중구 계룡로918번길 34, 1층 (문화동)",042-223-3949
연요다래야,"대전광역시 중구 중앙로156번길 48, 1층 (은행동)",
조이파티식당,"대전광역시 중구 계룡로 766, 1층 (오류동)",042-522-0333
어썸파티앤쿡,"대전광역시 중구 보문산로177번안길 22-6, 1층 (문화동)",042-583-7017
또봉이통닭용두점,"대전광역시 중구 계룡로755번길 37, 1층 (용두동)",042-223-8999
홀리시티,"대전광역시 중구 계백로1615번길 34, 108호 (유천동, 현대아파트1차상가)",
라비에벨,"대전광역시 중구 계룡로830번길 16, 2층 (오류동)",
피피아일랜드,"대전광역시 중구 보문로268번길 39, 2층 (대흥동)",
공가김가정육식당,"대전광역시 중구 계룡로874번길 59, 2층 (오류동)",042-533-8592
행복한낙지,"대전광역시 중구 유천로132번길 21-24, 1층 (태평동)",042-342-9898
몬스터브레드세이점,"대전광역시 중구 계백로 1700, 5층 (문화동, 세이백화점 별관)",
원조황소삼춘네본점,"대전광역시 중구 대흥로157번길 35, 1층 (대흥동)",042-252-9191
대패업소태평1동점,"대전광역시 중구 수침로 98, 1층 (태평동)",042-525-9262
호호포차,"대전광역시 중구 산서로 25, 1층 (사정동)",
외식식당,"대전광역시 중구 중교로 49, 1층 (대흥동)",042-222-9399
커피전도사의집,"대전광역시 중구 대흥로175번길 48, 1층 (대흥동)",042-221-6200
신통치킨충남대병원점,"대전광역시 중구 문화로234번길 70, 1층 (문화동)",042-581-5244
쪽방집식당,"대전광역시 중구 보문로254번길 51, 1층 (대흥동)",042-252-0201
오투,"대전광역시 중구 부용로 5, 지하1층 (부사동)",
토라야마식당,"대전광역시 중구 중교로 55-1, 1층 (대흥동)",
맨발에디바,"대전광역시 중구 대종로 293, 2층 (부사동)",
방주팥칼국수,"대전광역시 중구 보문로30번길 139, 1층 (문창동)",042-527-1936
백조한우굼터,"대전광역시 중구 중촌로24번길 7, 1층 (중촌동)",042-252-3995
벤츠식당,"대전광역시 중구 중교로 49, 2층 (대흥동)",042-221-0131
돈돼지,"대전광역시 중구 동서대로1440번길 59, 1층 (선화동)",042-223-9199
욜라탱고,"대전광역시 중구 중앙로122번길 24, 2층 (대흥동)",
정류장,"대전광역시 중구 대종로 671-1, 지하1층 (중촌동)",
마당칼국수,"대전광역시 중구 중앙로13번길 17, 1층 (용두동)",042-226-2559
언니네손만두,"대전광역시 중구 문창로6번길 18, 1층 (문창동)",
피굽남피자앤오늘통닭,"대전광역시 중구 대종로583번길 18, 1층 (선화동)",042-222-1977
토담뜰식당,"대전광역시 중구 보문로337번길 48, 1층 (선화동)",
전주콩나물해장국묵사발,"대전광역시 중구 문화로 273, 2층 (대사동)",
김볶스테이션,"대전광역시 중구 대종로480번길 43, 2층 (은행동)",042-254-7942
수타5900,"대전광역시 중구 보문산로63번길 5, 1층 (산성동)",042-582-5969
백배로생고기김치찌개,"대전광역시 중구 대종로 502, 1층 (은행동)",042-253-6398
닭갈비철판구이,"대전광역시 중구 보문로 31, 1층 (문창동)",042-273-2777
맛뜨락(문화점),"대전광역시 중구 문화로 122, 1층 (문화동)",042-586-1113
로드카페사정점,"대전광역시 중구 산서로 13, 1층 (사정동)",
우리칼국수,"대전광역시 중구 보문산로 48, 1층 (산성동)",042-584-5234
부자복집,"대전광역시 중구 보문산로171번길 38, 1층 (문화동)",042-584-0856
대팩토리,"대전광역시 중구 유천로86번길 17, 1층 (유천동)",
장어명가앤더바사삭,"대전광역시 중구 대둔산로445번길 29, 1층 (산성동)",
크림,"대전광역시 중구 보문로63번길 2, 1층 (부사동)",042-257-1757
피자_중구점,"대전광역시 중구 목동로8번길 14, 1층 (목동)",042-224-2228
"카페,코코","대전광역시 중구 중앙로112번길 46, 1층 (대흥동)",042-253-1500
서울막창,"대전광역시 중구 보문로336번길 64, 1층 (선화동)",042-226-5645
홍룡수제만두,"대전광역시 중구 목중로26번길 35, 1층 (중촌동)",
청주본가,"대전광역시 중구 목중로 17, 1층 (목동)",042-222-9007
네오피자,"대전광역시 중구 계백로1603번길 28-48, 1층 (유천동)",
또봉이통닭대사점,"대전광역시 중구 충무로 85, 1층 (대사동)",
오늘온족발,"대전광역시 중구 충무로 104-2, 1층 (대사동)",
고향촌,"대전광역시 중구 목동로 9-2, 1층 (목동)",042-221-3470
참행복한밥상,"대전광역시 중구 유천로102번길 19, 1층 (유천동)",042-533-8760
한방순대국,"대전광역시 중구 과례로 44, 1층 (문화동)",042-584-1942
치킨과바람피자,"대전광역시 중구 문화로 22, 1층 (산성동)",
제주흑돈한근에한근더(목동점),"대전광역시 중구 목동로 48-1, 2층 (목동, (도로인접2층))",042-223-6300
술창고,"대전광역시 중구 돌다리로8번길 3, 2층 (석교동)",042-286-0986
글꽃분식,"대전광역시 중구 계백로1686번길 51, 1층 (문화동)",042-221-3050
프랜드,"대전광역시 중구 수침로 99-2, 1층 (태평동)",042-527-3582
선화동와인앤브런치,"대전광역시 중구 보문로335번길 26, 1층 (선화동)",
만년닭강정,"대전광역시 중구 충무로 106-2, 1층 (대사동)",042-221-2848
미미왕십리야채불곱창,"대전광역시 중구 계백로1615번길 56, 1층 (유천동)",042-522-4881
굿데이프로젝트,"대전광역시 중구 보문로 70, 1층 (부사동)",042-226-3655
와구와구떡볶이호로록커피,"대전광역시 중구 충무로107번길 100, 103호 (대흥동, 센트럴자이1단지상가A동)",
꽃순,"대전광역시 중구 동서대로1456번길 32, 1층 (선화동)",
설해돈,"대전광역시 중구 대종로480번길 7, 3층 (은행동)",042-253-2535
대통령숯불갈비,"대전광역시 중구 태평로44번길 27, 134~137호 (유천동, 현진애버드림)",
더담아,"대전광역시 중구 대흥로10번길 49, 1층 (대사동)",
뚱땡이떡볶이,"대전광역시 중구 목척2길 58, 1층 (은행동)",042-226-1002
별,"대전광역시 중구 보문로 126-1, 1층 (부사동)",042-257-0221
예빈이네,"대전광역시 중구 천근로28번길 12, 1층 (문화동)",
파인트리,"대전광역시 중구 용두로 50-1, 1층 (용두동)",
태평월순철판동태찜,"대전광역시 중구 계백로1571번길 14, 1층 (유천동)",042-533-4089
풍년실내마차(구)냄비갈비,"대전광역시 중구 대종로 421-3, 1층 (대흥동)",
오늘짬뽕어때,"대전광역시 중구 계백로1615번길 35, 1층 (유천동)",042-522-6488
박여사빈대떡,"대전광역시 중구 충무로 11, 도로인접지하1층 (대흥동)",042-222-9360
어웨이프롬,"대전광역시 중구 수침로 101, 1층 (태평동)",
신통치킨사정안영점,"대전광역시 중구 안영로 67, 1층 (사정동)",
영광맛집,"대전광역시 중구 과례로22번길 35, 도로인접2층 (문화동)",
24시생고기김치찌개전문점,"대전광역시 중구 태평로 80, 1층 (태평동)",042-535-8882
24시울엄마양평해장국,"대전광역시 중구 대흥로75번길 6, 1층 (대흥동)",042-521-8883
맘스터치서대전점,"대전광역시 중구 계백로 1689, 1층 (오류동)",042-522-6633
지미방식탁세이투점,"대전광역시 중구 계백로 1700, 5층 (문화동, 백화점세이별관)",042-486-9242
마이델플레이스,"대전광역시 중구 계백로 1700, 지하1층 (문화동, 백화점세이)",070-7500-6159
웅이네오돌뼈,"대전광역시 중구 계룡로881번길 26, 1층 (용두동)",042-221-9277
조은오키,"대전광역시 중구 대둔산로 518, 100,147,148,157,158호 (유천동)",
야쿠소쿠,"대전광역시 중구 중교로 53, 1층 (대흥동)",
트라이앵글,"대전광역시 중구 중교로 53, 2층 (대흥동)",
트라이앵글2,"대전광역시 중구 중교로 53, 3층 (대흥동)",
시그니처,"대전광역시 중구 과례로 25, 1층 (문화동)",070-5033-0496
레어,"대전광역시 중구 계백로1566번길 34, 1층 (유천동)",
송이,"대전광역시 중구 문창로 33-2, 지하1층 (부사동)",
미스사이공세이점,"대전광역시 중구 계백로 1715, 1동 103호 (오류동, 경복궁메디컬파크)",
술한잔호프,"대전광역시 중구 평촌로 102, 2층 (유천동)",
맞배집,"대전광역시 중구 보문로260번길 17, 2층 (대흥동)",
에스프레소는진짜다,"대전광역시 중구 대종로505번길 60, 1층 (선화동)",
발그레,"대전광역시 중구 계백로1571번길 38-3, 1층 (유천동)",
카페라틴위드시리우스,"대전광역시 중구 수침로106번길 16, 1~2층 (태평동)",
오계절식당,"대전광역시 중구 대종로386번길 52, 1층 (문창동)",042-823-7171
아시안테라스,"대전광역시 중구 태평로 71, 1층 139호 (태평동, 뉴삼부프라자)",070-4196-0491
커피랩,"대전광역시 중구 목동로8번길 50, 1층 (목동)",
신세카이,"대전광역시 중구 대전천서로 455, 1층 (은행동)",
데일리,"대전광역시 중구 유천로 37, 1층 (유천동)",
대갈탕과꼬주냉면,"대전광역시 중구 보문산로 100, 1층 (산성동)",042-586-1203
만남의광장,"대전광역시 중구 목중로 19, 2층 (목동)",042-252-6747
선비꼬마김밥대흥점,"대전광역시 중구 충무로107번길 122, 105호 (대흥동, 영은빌딩)",042-226-1128
소문난집,"대전광역시 중구 대종로 152, 1층 (호동)",042-275-9985
광어회사랑1,"대전광역시 중구 태평로 124-3, 1층 (태평동)",042-522-4562
신도칼국수대사점,"대전광역시 중구 충무로 123, 1층 (대사동)",042-226-5431
달봉이치킨문화점,"대전광역시 중구 천근로20번길 19, 1층 (문화동)",042-584-9412
한솔정육식당,"대전광역시 중구 대종로 279, 1층 (부사동)",042-252-6668
피프까페,"대전광역시 중구 대흥로 131-7, 1층 (대흥동)",
먹태집,"대전광역시 중구 태평로 122, 1층 (태평동)",042-533-8048
장안식당,"대전광역시 중구 계백로1566번길 27, 1층 (유천동)",
김밥스토리,"대전광역시 중구 목중로 37, 1층 (목동)",042-633-3395
노랑물고기횟집오류점,"대전광역시 중구 계백로 1697-22, 1층 (오류동)",042-526-7770
여전히잘,"대전광역시 중구 중앙로112번길 29, 1층 (대흥동)",
용수골,"대전광역시 중구 학고개로 3, 1층 (옥계동)",042-274-1589
전주수산,"대전광역시 중구 대흥로175번길 47, 1층 (대흥동)",
소담회,"대전광역시 중구 계백로 1715, 2동 1~2층 101호 (오류동, 경복궁 메디컬파크)",042-525-0907
콜라겐맛집,"대전광역시 중구 유천로86번길 32, 2층 (유천동)",
산촌숯불구이,"대전광역시 중구 대종로549번길 33, 1층 (선화동)",042-226-7502
큰통치킨,"대전광역시 중구 산성로 108-19, 106호 (문화동, 주공아파트 3단지상가)",042-587-7177
샛별양푼이동태탕,"대전광역시 중구 대종로 258-1, 1층 (석교동)",042-274-8848
카페하늘연달,"대전광역시 중구 중앙로121번길 26, 2층 (선화동)",042-226-4560
그시절7080,"대전광역시 중구 대종로 279, 2층 (부사동)",042-224-7080
연우동,"대전광역시 중구 대종로480번길 50, 1층 (은행동)",
이귀환진짜한마리통닭,"대전광역시 중구 오류로 28, 1층 (오류동)",042-527-4057
유가네돌솥백반,"대전광역시 중구 수도산로 22, 1층 (대흥동)",042-256-4728
삼부김밥,"대전광역시 중구 태평로 71, B107호 (태평동, 뉴삼부프라자)",
케이에프씨은행동1점,"대전광역시 중구 대종로488번길 54, 1층 (은행동)",042-251-8911
케이에프씨오류점,"대전광역시 중구 계백로 1693, 1층 (오류동)",042-532-0953
보성식당,"대전광역시 중구 보문로291번길 26, 1층 (선화동)",042-223-5017
룸비니,"대전광역시 중구 중앙로170번길 25, 2층 (은행동)",
팍스,"대전광역시 중구 태평로14번길 21-12, 1층 (유천동)",
땡겨유왕족발,"대전광역시 중구 평촌로105번길 59, 1층 (태평동)",042-524-4492
강촌오리,"대전광역시 중구 보문산로177번안길 37, 1층 (문화동)",042-541-7871
카린데리아,"대전광역시 중구 목척1길 38, 1층 (은행동)",
발리레스토,"대전광역시 중구 대종로488번길 45, 2층 (은행동)",
공간소이헌,"대전광역시 중구 선화로97번길 59-2, 1층 (선화동)",042-252-3835
처치앤댄스홀식당,"대전광역시 중구 대흥로139번길 38, 1층 (대흥동)",
최희다짱식당,"대전광역시 중구 계백로 1636-1, 1층 (유천동)",
1989역전꼬마김밥대흥점,"대전광역시 중구 대흥로127번길 29, 1~2층 (대흥동)",042-226-2540
집으로배달돼지,"대전광역시 중구 대종로 80, 1층 (옥계동)",042-384-4605
마루치,"대전광역시 중구 선화로 90, 1층 (선화동)",042-346-4101
윤가네김치찌개찜,"대전광역시 중구 계백로1584번길 7, 1층 (유천동)",
신풍전삼계탕,"대전광역시 중구 계백로 1620, 1층 (유천동)",042-581-1755
갈비배달도시락스트릿테이블선화동점,"대전광역시 중구 보문로 286, 101-1호 (선화동, 스마트284)",042-223-8292
한끼,"대전광역시 중구 보문로 324-13, 1층 (선화동)",042-221-0808
죽이야기목동선병원점,"대전광역시 중구 목동로 29, 1층 (목동)",042-226-6288
눈록,"대전광역시 중구 목척1길 18, 1층 (은행동)",
대박식당,"대전광역시 중구 대전천서로 313-1, 1층 (문창동)",042-274-2688
속초상회,"대전광역시 중구 보문산로161번길 25, 1층 (문화동)",042-585-7723
긴낭72-3,"대전광역시 중구 대종로480번길 46, 1층 (은행동)",042-226-5828
영일회수산,"대전광역시 중구 유천로142번길 17-1, 1층 (태평동)",042-537-2508
족발이땡기는날대전본점,"대전광역시 중구 유천로132번길 21-34, 2동 101~3호 (태평동)",
오가네대구왕뽈떼기,"대전광역시 중구 유천로102번길 18, 2층 (유천동)",042-347-5959
우리회사,"대전광역시 중구 선화로 117, 1층 (선화동)",042-541-3578
박스,"대전광역시 중구 대흥로175번길 35, 2층 (대흥동)",
퍼브차이몽,"대전광역시 중구 동서대로 1243, 1층 (태평동)",042-389-2141
분식문방구,"대전광역시 중구 중앙로 28, B101호 (문화동, 센트럴 스타클래스)",042-242-2234
동큐칼국수,"대전광역시 중구 오류로 36, 2층 (오류동)",042-535-1002
한솥동산고옆점,"대전광역시 중구 문화로 179, 1층 (문화동)",042-586-0530
아궁이,"대전광역시 중구 산성로57번길 73, 1층 (산성동)",
신전떡볶이오류동점,"대전광역시 중구 계백로 1701-9, 1층 (오류동)",042-536-0030
현이네식당,"대전광역시 중구 목중로25번길 5, 1층 (목동)",
직심,"대전광역시 중구 중앙로 72, 1층 (대흥동)",
이가네부대찌개,"대전광역시 중구 태평로 48, 2층 (유천동)",042-533-6508
크리처,"대전광역시 중구 동서대로1304번길 48, 1층 (오류동)",
다미치킨족발,"대전광역시 중구 사득로 16, 1층 (부사동)",
대전반찬가게단지,"대전광역시 중구 태평로 71, 뉴삼부프라자 지하113호 (태평동)",042-522-0100
푸라닭치킨은행선화점,"대전광역시 중구 선화서로52번길 3, 1층 (선화동)",042-632-9282
맛짬,"대전광역시 중구 당디로 111, 1층 (유천동)",
파티오세븐,"대전광역시 중구 대전천서로 457, 2층 (은행동)",042-824-7416
에머이대전세이점,"대전광역시 중구 계백로 1700, 5층 (문화동, 백화점 세이 별관)",042-221-7174
선화동한가네닭발오류점,"대전광역시 중구 계백로1685번길 10, 1층 (오류동)",042-335-4556
류근선의진국설렁탕본점,"대전광역시 중구 동서대로 1199, 1층 (태평동)",042-532-0447
커피홀베이커리대전문화점,"대전광역시 중구 계룡로 923, 128호 (문화동, 하우스토리1차)",
태쉐프,"대전광역시 중구 대종로696번길 47, 1층 (중촌동)",042-222-1125
우리의오늘,"대전광역시 중구 오류로74번길 40, 1층 (오류동)",
어선세꼬시,"대전광역시 중구 목중로 82, 1층 (중촌동)",
부뚜막,"대전광역시 중구 대둔산로 306, 4층 (사정동)",
커피,"대전광역시 중구 문화로105번안길 21, 1층 101호 (유천동)",
가빈아구찜,"대전광역시 중구 태평로26번길 66, 1층 (유천동)",
돈도담유황장족발,"대전광역시 중구 동서대로 1228-7, 1층 (태평동)",042-536-3300
스시요,"대전광역시 중구 동서대로1327번길 54, 1층 (용두동)",042-369-2226
한성손짜장,"대전광역시 중구 대종로 132, 1층~2층 (호동)",042-272-9886
더피그배달돼지선화점,"대전광역시 중구 우암로 11, 1층 (선화동)",042-242-3303
상상칼국수,"대전광역시 중구 천근로 18, 1층 (문화동)",042-586-5860
여유만만식당,"대전광역시 중구 충무로107번길 100, B101호 (대흥동, 센트럴자이 1단지 상가B동)",042-527-3384
홀리데이세븐펍,"대전광역시 중구 목척7길 11, 1층~3층 (은행동)",
커피와야,"대전광역시 중구 대둔산로184번길 48, 1층 (안영동)",042-583-6407
미스터왕,"대전광역시 중구 계백로 1561, 1층~2층 (유천동)",
카페율,"대전광역시 중구 계백로1603번길 16-30, 1층 (유천동)",
미스터피자서대전점,"대전광역시 중구 계백로 1711, 중도빌딩 2층 (오류동)",042-523-7799
큰맘할매순대국목동점,"대전광역시 중구 목중로 8-1, 1층 (중촌동)",042-345-0316
문화동커피집,"대전광역시 중구 과례로 79-28, 1층 (문화동)",
영동올뱅이,"대전광역시 중구 유천로132번길 31-22, 1층 (태평동)",042-525-3777
복누리,"대전광역시 중구 대둔산로350번길 122, 1층 (사정동)",
에필로그,"대전광역시 중구 천근로 22, 천근종합상가 1층 9호 (문화동)",
으능정,대전광역시 중구 대둔산로199번길 43 (주)농협대전유통 2층 (안영동),
뚝딱숯불치킨,"대전광역시 중구 선화로 84, 1층 (선화동)",042-222-5222
이가네찌개와백반,"대전광역시 중구 대전천서로 181, 1층 (석교동)",042-285-1523
생선구이,"대전광역시 중구 대둔산로 407-18, 1층 (산성동)",042-584-4091
털보네푸드팩토리,"대전광역시 중구 오류로 102, 1층 (오류동)",042-535-3405
산애들,"대전광역시 중구 보문로 337, 선화현대빌딩 1층 101-1, 101-2호 (선화동)",042-271-2280
언노운,"대전광역시 중구 선화로108번길 18, 1층 (선화동, 이화빌라)",042-223-0131
우정칼국수,"대전광역시 중구 충무로 171-1, 1층 (문창동)",042-251-8944
파스카로제하우스,"대전광역시 중구 목동로 9-3, 1층 (목동)",042-226-3768
미자쌀롱,"대전광역시 중구 선화로22번길 12, 1층 (용두동)",042-252-5077
푸드박스,"대전광역시 중구 유천로132번길 21-28, 6동 1층 101호 (태평동)",
고향집,"대전광역시 중구 송리로 44-1, 1층 (문화동)",
엄마손맛집,"대전광역시 중구 안영로 16, 1층 (안영동, 목화빌라)",
도쿄참치,"대전광역시 중구 대종로 315, 지하1층 (부사동)",
오월드기사식당,"대전광역시 중구 보문산공원로 6, 1층 (사정동)",
19포차,"대전광역시 중구 보문로260번길 64, 3층 (대흥동)",
썸원스커피,"대전광역시 중구 계백로1566번길 19, 유천미소랑아파트 103호 (유천동)",042-581-4978
카페골목,"대전광역시 중구 대흥로71번길 22, 1층 (대흥동)",042-222-8440
크라운호프대전오류점,"대전광역시 중구 계백로 1725-21, 1층 (오류동)",042-223-3679
미스터노가리,"대전광역시 중구 보문산로 78, 1층 (산성동)",
서울갈비집,"대전광역시 중구 계룡로882번길 59, 1층 (오류동)",042-522-1092
광어잡는참치도사,"대전광역시 중구 계룡로882번길 12, 1층 (오류동)",
코에코에산성점,"대전광역시 중구 보문산로 34, 1층 (산성동)",042-331-6911
달토끼의떡볶이흡입구역,"대전광역시 중구 수침로55번길 7, 1층 (태평동)",042-524-9292
투웨이버거,"대전광역시 중구 동서대로1365번길 6, 1층 (목동)",042-223-6380
한끼맛있다,"대전광역시 중구 대종로480번길 16, 2층 (은행동)",042-222-8454
맘쓰쿡,"대전광역시 중구 목동로 64, 1층 101호 (목동)",042-255-0789
낭만,"대전광역시 중구 태평로26번길 36, 2층 (유천동)",
맥주창고,"대전광역시 중구 계룡로882번길 59, 2층 (오류동)",042-535-6068
고냉고떡대전점,"대전광역시 중구 계룡로816번길 97, 101호 (태평동, 새일빌라)",042-523-7177
또봉이통닭,"대전광역시 중구 대종로 132, 1층 (호동)",042-285-8255
푸드공감,"대전광역시 중구 대종로 373, 한밭종합운동장1루외야측 2층 (부사동)",
카페쿠잉,"대전광역시 중구 충무로107번길 122, 영은빌딩 101호 (대흥동)",
골드카페앤호프,"대전광역시 중구 우암로 9, 1층 (선화동)",
골목길에,"대전광역시 중구 보문산로108번길 6, 1층 (산성동)",042-585-4230
만복순대,"대전광역시 중구 대둔산로255번길 27, 1층 (안영동)",
달다방사진관캔디포토,"대전광역시 중구 선화서로51번길 28, 1,2층 (선화동)",
소반,"대전광역시 중구 계백로1565번길 25-1, 1층 (유천동)",
돈이돼지,"대전광역시 중구 보문로 24, 1층 (문창동)",042-271-0325
쥬봉쌀국수,"대전광역시 중구 중앙로122번길 14, 1층 (대흥동)",
맥주청사람들,"대전광역시 중구 대종로521번길 25, 1층 (선화동)",042-252-5588
티월드포차플레잉,"대전광역시 중구 보문로260번길 45, 3층 (대흥동)",
와타스튜디오,"대전광역시 중구 대전천서로 471, 1층 (은행동)",
카페아르떼,"대전광역시 중구 어덕마을로10번길 99, 1층 (용두동)",
떡튀소,"대전광역시 중구 대흥로 92, 1층 (대흥동)",
유정커피스토리,"대전광역시 중구 대둔산로323번길 87, 1층 (사정동)",
태백식당,"대전광역시 중구 중앙로13번길 68, 1층 (용두동)",042-282-9091
이춘봉인생치킨목동점,"대전광역시 중구 목중로 7, C동 1층 (목동)",042-253-9292
보통사람들식당,"대전광역시 중구 태평로14번길 21-36, 1층 (유천동)",
땜통퓨전마차,"대전광역시 중구 돌다리로7번길 26, 1층 (석교동)",
옛날통닭,"대전광역시 중구 수도산로 34, 1층 (대흥동)",
에쉬드,"대전광역시 중구 선화서로 47, 1,2층 (선화동)",
중앙골프레스토랑,"대전광역시 중구 오류로 101, 1층 (오류동)",042-532-0616
더집식당,"대전광역시 중구 중앙로130번길 44, 1층 (대흥동)",042-257-3140
만년닭강정서대전점,"대전광역시 중구 계백로 1701, 1층 (오류동)",042-522-2004
행복정육식당,"대전광역시 중구 대둔산로 397, 1층 104호 (산성동)",
다로우럭한마리,"대전광역시 중구 당디로 45, 1층 106호 (산성동, 우성아파트)",
라멘무라,"대전광역시 중구 목중로26번길 52, 1층 (중촌동)",042-255-2286
바글바글닭도리,"대전광역시 중구 선화로 133, 1층 (선화동)",042-252-7559
함흥냉면동물원옆,"대전광역시 중구 산서로71번길 8-25, 1층 (사정동)",042-282-0184
마리아엘레나,"대전광역시 중구 선화로 94-3, 1층 (선화동)",
봉구스매운갈비찜,"대전광역시 중구 대흥로111번길 14, 2층 (대흥동)",
